Type,Start,End,Duration,Extra,Extra2,Note
Bottle feeding,15/4/2017 23:04,,0:00,0.3 oz,Formula milk,
Diaper,15/4/2017 22:56,,0:00,Urine,,
Left breast,15/4/2017 22:36,15/4/2017 22:38,0:02,,,
Right breast,15/4/2017 22:30,15/4/2017 22:35,0:05,,,
Diaper,15/4/2017 22:26,,0:00,"Urine, Feces",,
Bottle feeding,15/4/2017 22:09,,0:00,2.5 oz,Formula milk,
Diaper,15/4/2017 21:30,,0:00,Urine,,
Pumping,15/4/2017 20:23,,0:00,0.78 oz,,23 ml.  11L + 12R
Diaper,15/4/2017 19:45,,0:00,"Urine, Feces",,
Vaccination,15/4/2017 19:33,15/4/2017 19:36,0:02,,,
Bottle feeding,15/4/2017 19:00,,0:00,1.0 oz,Mom's milk,
Diaper,15/4/2017 18:46,,0:00,Urine,,
Bottle feeding,15/4/2017 18:26,,0:00,2.5 oz,Formula milk,
Pumping,15/4/2017 17:25,,0:00,0.88 oz,,26 ml. 13L + 13R
Vaccination,15/4/2017 15:24,15/4/2017 15:27,0:03,,,
Bottle feeding,15/4/2017 14:55,,0:00,0.2 oz,Mom's milk,
Diaper,15/4/2017 14:37,,0:00,"Urine, Feces",,
Pumping,15/4/2017 14:29,,0:00,1.12 oz,,33 ml.  18L + 15R
Right breast,15/4/2017 14:16,15/4/2017 14:19,0:03,,,
Bottle feeding,15/4/2017 14:09,,0:00,2.5 oz,Formula milk,spit up
Diaper,15/4/2017 14:03,,0:00,Urine,,
Diaper,15/4/2017 10:48,,0:00,Urine,,
Bottle feeding,15/4/2017 10:33,,0:00,0.9 oz,Mom's milk,
Diaper,15/4/2017 10:11,,0:00,"Urine, Feces",,
Pumping,15/4/2017 09:57,,0:00,1.0 oz,,30 ml.  15L + 15R
Left breast,15/4/2017 09:06,15/4/2017 09:12,0:06,,,
Diaper,15/4/2017 09:05,,0:00,Urine,,
Bottle feeding,15/4/2017 08:57,,0:00,2.5 oz,,
Pumping,15/4/2017 06:46,,0:00,1.18 oz,,35 ml.  20L + 15R
Diaper,15/4/2017 06:15,,0:00,"Urine, Feces",,
Diaper,15/4/2017 05:50,,0:00,Urine,,
Bottle feeding,15/4/2017 05:30,,0:00,2.5 oz,Formula milk,
Diaper,15/4/2017 02:44,,0:00,"Urine, Feces",,
Diaper,15/4/2017 02:31,,0:00,Urine,,
Pumping,15/4/2017 02:28,,0:00,1.52 oz,,45 ml. 25L + 20R
Bottle feeding,15/4/2017 02:11,,0:00,2.0 oz,Formula milk,
Diaper,14/4/2017 22:52,,0:00,Urine,,
Bottle feeding,14/4/2017 22:26,,0:00,2.5 oz,Formula milk,
Diaper,14/4/2017 21:31,,0:00,Urine,,
Pumping,14/4/2017 20:25,,0:00,0.676 oz,,20 ml.  14L + 6R
Right breast,14/4/2017 20:00,14/4/2017 20:15,0:15,,,
Diaper,14/4/2017 19:50,,0:00,Urine,,
Diaper,14/4/2017 19:03,,0:00,Urine,,
Vaccination,14/4/2017 18:54,14/4/2017 18:58,0:04,,,
Bottle feeding,14/4/2017 18:02,,0:00,1.0 oz,Mom's milk,spit up
Bottle feeding,14/4/2017 17:40,,0:00,1.0 oz,Mom's milk,
Pumping,14/4/2017 17:17,,0:00,0.88 oz,,26 ml.  12L + 14R
Left breast,14/4/2017 17:02,14/4/2017 17:06,0:04,,,
Left breast,14/4/2017 16:56,14/4/2017 16:59,0:02,,,
Bottle feeding,14/4/2017 16:50,,0:00,2.0 oz,Mom's milk,
Diaper,14/4/2017 16:41,,0:00,Urine,,
Diaper,14/4/2017 14:11,,0:00,Urine,,
Pumping,14/4/2017 13:58,,0:00,0.64 oz,,19 ml.  13L + 6R
Right breast,14/4/2017 13:37,14/4/2017 13:45,0:08,,,
Bottle feeding,14/4/2017 13:26,,0:00,2.5 oz,Formula milk,
Measure,14/4/2017 13:18,,0:00,Weight: 5.875 lb,,Home
Diaper,14/4/2017 13:10,,0:00,Urine,,
Pumping,14/4/2017 10:16,,0:00,0.88 oz,,26 ml.  14L + 12R
Diaper,14/4/2017 09:54,,0:00,Urine,,
Left breast,14/4/2017 09:33,14/4/2017 09:34,0:01,,,
Bottle feeding,14/4/2017 09:29,,0:00,2.5 oz,Formula milk,
Diaper,14/4/2017 06:35,,0:00,Urine,,
Pumping,14/4/2017 06:08,,0:00,1.08 oz,,32 ml.  17L+15R
Bottle feeding,14/4/2017 06:01,,0:00,2.5 oz,Formula milk,
Bottle feeding,14/4/2017 03:36,,0:00,,Mom's milk,
Diaper,14/4/2017 03:07,,0:00,"Urine, Feces",,
Pumping,14/4/2017 02:30,,0:00,1.25 oz,,37 ml.  20L + 17R
Diaper,14/4/2017 02:29,,0:00,"Urine, Feces",,
Bottle feeding,14/4/2017 02:19,,0:00,1.7 oz,Formula milk,spit up
Diaper,14/4/2017 02:18,,0:00,Urine,,
Diaper,13/4/2017 23:37,,0:00,Urine,,
Bottle feeding,13/4/2017 23:15,,0:00,2.4 oz,Formula milk,
Diaper,13/4/2017 21:50,,0:00,Urine,,
Pumping,13/4/2017 21:03,,0:00,0.61 oz,,18 ml.  11L + 7R
Diaper,13/4/2017 20:27,,0:00,Urine,,
Bottle feeding,13/4/2017 20:13,,0:00,1.0 oz,Mom's milk,
Right breast,13/4/2017 19:55,13/4/2017 20:05,0:10,,,
Bottle feeding,13/4/2017 19:30,,0:00,2.5 oz,Mom's milk,
Diaper,13/4/2017 19:24,,0:00,Urine,,
Pumping,13/4/2017 18:08,,0:00,0.812 oz,,24 ml.  13L + 11R
Bottle feeding,13/4/2017 16:38,,0:00,1.0 oz,Formula milk,
Diaper,13/4/2017 15:48,,0:00,Urine,,
Bottle feeding,13/4/2017 15:36,,0:00,0.3 oz,Mom's milk,
Right breast,13/4/2017 15:27,13/4/2017 15:35,0:08,,,
Left breast,13/4/2017 15:23,13/4/2017 15:27,0:04,,,
Bottle feeding,13/4/2017 15:10,,0:00,1.0 oz,Formula milk,
Pumping,13/4/2017 15:05,,0:00,0.24 oz,,7 ml.  3L + 4R. feeding Mackenzie while pumping
Diaper,13/4/2017 15:05,,0:00,Urine,,
Bottle feeding,13/4/2017 14:53,,0:00,1.5 oz,Formula milk,
Diaper,13/4/2017 13:51,,0:00,Urine,,
Pumping,13/4/2017 12:13,,0:00,0.913 oz,,27 ml.  14L + 13R
Bottle feeding,13/4/2017 12:00,,0:00,1.8 oz,Formula milk,
Diaper,13/4/2017 11:55,,0:00,Urine,,
Diaper,13/4/2017 09:45,,0:00,Urine,,
Bottle feeding,13/4/2017 09:33,,0:00,0.2 oz,Mom's milk,
Pumping,13/4/2017 09:00,,0:00,1.12 oz,,33 ml. 18L + 15R
Diaper,13/4/2017 08:49,,0:00,"Urine, Feces",,
Diaper,13/4/2017 08:19,,0:00,"Urine, Feces",,
Right breast,13/4/2017 08:01,13/4/2017 08:05,0:04,,,
Left breast,13/4/2017 07:51,13/4/2017 07:56,0:05,,,
Bottle feeding,13/4/2017 07:44,,0:00,2.5 oz,Formula milk,
Diaper,13/4/2017 07:40,,0:00,Urine,,
Diaper,13/4/2017 04:44,,0:00,"Urine, Feces",,
Diaper,13/4/2017 04:30,,0:00,"Urine, Feces",,
Pumping,13/4/2017 04:25,,0:00,1.08 oz,,32 ml. 18L + 14R
Bottle feeding,13/4/2017 04:15,,0:00,2.1 oz,Formula milk,
Diaper,13/4/2017 01:35,,0:00,"Urine, Feces",,
Diaper,13/4/2017 01:15,,0:00,"Urine, Feces",,
Pumping,13/4/2017 01:09,,0:00,0.913 oz,,27 ml. 14L + 13R
Bottle feeding,13/4/2017 01:03,,0:00,2.5 oz,Formula milk,
Diaper,12/4/2017 21:18,,0:00,Urine,,
Right breast,12/4/2017 20:47,12/4/2017 20:50,0:03,,,
Bottle feeding,12/4/2017 20:33,,0:00,2.0 oz,Formula milk,
Diaper,12/4/2017 20:25,,0:00,Urine,,
Diaper,12/4/2017 19:33,,0:00,Urine,,
Pumping,12/4/2017 19:30,,0:00,0.68 oz,,20 ml.  10L + 10R
Diaper,12/4/2017 18:13,,0:00,Urine,,
Bottle feeding,12/4/2017 17:55,,0:00,0.8 oz,Mom's milk,
Diaper,12/4/2017 17:50,,0:00,Urine,,
Bottle feeding,12/4/2017 17:38,,0:00,1.0 oz,Mom's milk,
Bottle feeding,12/4/2017 17:24,,0:00,1.0 oz,Mom's milk,
Right breast,12/4/2017 17:17,12/4/2017 17:24,0:07,,,
Left breast,12/4/2017 17:00,12/4/2017 17:10,0:10,,,
Bottle feeding,12/4/2017 16:58,,0:00,1.0 oz,Mom's milk,
Diaper,12/4/2017 16:25,,0:00,Urine,,
Pumping,12/4/2017 16:25,,0:00,0.95 oz,,28 ml.  14L + 14R
Diaper,12/4/2017 15:01,,0:00,Urine,,
Bottle feeding,12/4/2017 14:45,,0:00,1.0 oz,Formula milk,lactation appt
Bottle feeding,12/4/2017 14:34,,0:00,1.0 oz,Mom's milk,lactation appt
Left breast,12/4/2017 14:25,12/4/2017 14:34,0:09,,,lactation appt
Right breast,12/4/2017 14:05,12/4/2017 14:20,0:15,,,lactation appt
Diaper,12/4/2017 13:50,,0:00,Urine,,
Measure,12/4/2017 13:00,,0:00,Weight: 5.625 lb,,Swedish Ballard Lactation
Diaper,12/4/2017 12:15,,0:00,Urine,,
Pumping,12/4/2017 11:25,,0:00,0.68 oz,,20 ml.  10L + 10R
Diaper,12/4/2017 10:30,,0:00,Urine,,
Bottle feeding,12/4/2017 10:15,,0:00,1.5 oz,Formula milk,
Pumping,12/4/2017 08:34,,0:00,1.39 oz,,41 ml.  24L + 17R
Diaper,12/4/2017 08:22,,0:00,Feces,,
Diaper,12/4/2017 07:54,,0:00,Feces,,
Diaper,12/4/2017 07:35,,0:00,Urine,,
Right breast,12/4/2017 07:11,12/4/2017 07:17,0:06,,,
Left breast,12/4/2017 07:07,12/4/2017 07:11,0:04,,,
Bottle feeding,12/4/2017 07:03,,0:00,1.9 oz,Formula milk,
Diaper,12/4/2017 06:55,,0:00,Urine,,
Bottle feeding,12/4/2017 04:45,,0:00,2.1 oz,Formula milk,
Diaper,12/4/2017 04:25,,0:00,Urine,,
Bottle feeding,12/4/2017 01:26,,0:00,1.0 oz,Mom's milk,
Diaper,12/4/2017 00:48,,0:00,"Urine, Feces",,
Pumping,12/4/2017 00:18,,0:00,0.57 oz,,17 ml
Diaper,12/4/2017 00:17,,0:00,"Urine, Feces",,
Bottle feeding,12/4/2017 00:05,,0:00,2.5 oz,Formula milk,
Pumping,11/4/2017 21:09,,0:00,0.642 oz,,19 ml. 10L + 9R
Diaper,11/4/2017 20:24,,0:00,"Urine, Feces",,
Bottle feeding,11/4/2017 20:01,,0:00,3.3 oz,Formula milk,
Diaper,11/4/2017 19:32,,0:00,Urine,,
Diaper,11/4/2017 18:15,,0:00,Urine,,
Pumping,11/4/2017 18:12,,0:00,0.85 oz,,25 ml. 14L + 11R
Diaper,11/4/2017 17:45,,0:00,Feces,,
Diaper,11/4/2017 17:19,,0:00,Urine,,
Bottle feeding,11/4/2017 17:09,,0:00,2.4 oz,Formula milk,
Diaper,11/4/2017 14:55,,0:00,Urine,,
Pumping,11/4/2017 14:33,,0:00,0.575 oz,,17 ml
Diaper,11/4/2017 14:02,,0:00,Feces,,
Bottle feeding,11/4/2017 13:42,,0:00,0.5 oz,Formula milk,
Bottle feeding,11/4/2017 13:08,,0:00,0.6 oz,Mom's milk,
Diaper,11/4/2017 12:49,,0:00,Urine,,
Bottle feeding,11/4/2017 12:28,,0:00,2.6 oz,Mom's milk,
Pumping,11/4/2017 11:38,,0:00,0.95 oz,,28 ml. 15L + 13R
Diaper,11/4/2017 11:30,,0:00,Urine,,
Bottle feeding,11/4/2017 10:22,,0:00,1.1 oz,Mom's milk,
Diaper,11/4/2017 08:51,,0:00,Urine,,
Pumping,11/4/2017 08:07,,0:00,1.25 oz,,37 ml.  20L + 17R
Diaper,11/4/2017 07:37,,0:00,Feces,,
Bottle feeding,11/4/2017 07:03,,0:00,2.5 oz,Formula milk,
Diaper,11/4/2017 06:58,,0:00,Urine,,
Diaper,11/4/2017 04:23,,0:00,Feces,,
Diaper,11/4/2017 04:15,,0:00,Urine,,
Bottle feeding,11/4/2017 04:10,,0:00,1.5 oz,Formula milk,
Diaper,11/4/2017 01:39,,0:00,Urine,,
Pumping,11/4/2017 01:09,,0:00,0.91 oz,,27 ml. 14L + 13R
Bottle feeding,11/4/2017 01:03,,0:00,2.5 oz,Formula milk,
Diaper,10/4/2017 22:17,,0:00,Urine,,
Pumping,10/4/2017 20:57,,0:00,1.62 oz,,48 ml.  25L +  23R
Bottle feeding,10/4/2017 20:40,,0:00,1.2 oz,Mom's milk,
Diaper,10/4/2017 20:38,,0:00,Urine,,
Right breast,10/4/2017 20:30,10/4/2017 20:37,0:07,,,
Diaper,10/4/2017 20:02,,0:00,Urine,,
Bottle feeding,10/4/2017 19:35,,0:00,1.29 oz,Mom's milk,
Diaper,10/4/2017 19:10,,0:00,"Urine, Feces",,
Diaper,10/4/2017 18:56,,0:00,Urine,,
Diaper,10/4/2017 18:36,,0:00,"Urine, Feces",,
Bottle feeding,10/4/2017 18:20,,0:00,2.6 oz,Formula milk,spit up
Diaper,10/4/2017 18:16,,0:00,Urine,,
Bottle feeding,10/4/2017 15:22,,0:00,1.8 oz,Formula milk,
Diaper,10/4/2017 15:19,,0:00,Urine,,
Pumping,10/4/2017 14:46,,0:00,0.95 oz,,28 ml.  16L + 12R
Diaper,10/4/2017 12:15,,0:00,Urine,,
Bottle feeding,10/4/2017 12:00,,0:00,0.75 oz,Formula milk,
Measure,10/4/2017 11:52,,0:00,"Weight: 5.5625 lb, Height: 19.0 in, Head circumference: 13.4 in",,North Seattle Pediatrics
Diaper,10/4/2017 11:45,,0:00,"Urine, Feces",,
Bottle feeding,10/4/2017 10:50,,0:00,1.7 oz,Mom's milk,
Diaper,10/4/2017 10:44,,0:00,Urine,,
Bottle feeding,10/4/2017 09:07,,0:00,0.7 oz,Formula milk,
Diaper,10/4/2017 09:05,,0:00,Urine,,
Pumping,10/4/2017 08:28,,0:00,1.15 oz,,34 ml.  18L + 16R
Diaper,10/4/2017 06:23,,0:00,Urine,,
Bottle feeding,10/4/2017 06:06,,0:00,1.5 oz,Formula milk,
Diaper,10/4/2017 02:51,,0:00,"Urine, Feces",,
Pumping,10/4/2017 02:22,,0:00,1.12 oz,,33 ml.  18L + 15R
Bottle feeding,10/4/2017 02:18,,0:00,2.3 oz,Formula milk,
Bottle feeding,09/4/2017 23:32,,0:00,0.8 oz,Formula milk,
Bottle feeding,09/4/2017 22:45,,0:00,0.5 oz,Formula milk,
Diaper,09/4/2017 22:31,,0:00,Urine,,
Diaper,09/4/2017 22:09,,0:00,"Urine, Feces",,
Bottle feeding,09/4/2017 21:51,,0:00,1.5 oz,Formula milk,
Diaper,09/4/2017 21:35,,0:00,Urine,,
Bottle feeding,09/4/2017 20:39,,0:00,1.5 oz,Formula milk,
Diaper,09/4/2017 20:36,,0:00,Urine,,
Pumping,09/4/2017 20:00,,0:00,1.32 oz,,39 ml.  21L + 18R
Diaper,09/4/2017 19:50,,0:00,Urine,,
Diaper,09/4/2017 19:15,,0:00,Urine,,
Bottle feeding,09/4/2017 19:10,,0:00,2.5 oz,Mom's milk,
Diaper,09/4/2017 16:44,,0:00,Urine,,
Bottle feeding,09/4/2017 16:00,,0:00,0.9 oz,Mom's milk,
Diaper,09/4/2017 15:52,,0:00,Urine,,
Diaper,09/4/2017 15:15,,0:00,Feces,,
Pumping,09/4/2017 14:43,,0:00,1.0 oz,,30 ml.  17L + 13R
Bottle feeding,09/4/2017 14:25,,0:00,2.3 oz,Formula milk,
Diaper,09/4/2017 14:15,,0:00,Urine,,
Diaper,09/4/2017 11:42,,0:00,Urine,,
Bottle feeding,09/4/2017 11:14,,0:00,1.6 oz,Formula milk,
Pumping,09/4/2017 08:59,,0:00,1.86 oz,,55 ml.  29L + 26R
Diaper,09/4/2017 08:45,,0:00,"Urine, Feces",,
Diaper,09/4/2017 08:10,,0:00,"Urine, Feces",,
Bottle feeding,09/4/2017 07:44,,0:00,2.4 oz,Formula milk,
Diaper,09/4/2017 07:35,,0:00,Urine,,
Diaper,09/4/2017 04:15,,0:00,"Urine, Feces",,
Bottle feeding,09/4/2017 04:05,,0:00,2.5 oz,Formula milk,
Diaper,09/4/2017 00:23,,0:00,"Urine, Feces",,
Pumping,09/4/2017 00:19,,0:00,0.812 oz,,24 ml. 12L + 12R
Bottle feeding,09/4/2017 00:11,,0:00,2.5 oz,Formula milk,
Bottle feeding,08/4/2017 20:54,,0:00,0.8 oz,Mom's milk,
Diaper,08/4/2017 20:46,,0:00,Urine,,
Diaper,08/4/2017 20:15,,0:00,Urine,,
Diaper,08/4/2017 19:45,,0:00,Urine,,
Bottle feeding,08/4/2017 19:13,,0:00,2.6 oz,Mom's milk,
Diaper,08/4/2017 18:43,,0:00,Urine,,
Pumping,08/4/2017 18:04,,0:00,0.845 oz,,25 ml. 15L + 10R
Diaper,08/4/2017 17:40,,0:00,Urine,,
Left breast,08/4/2017 17:09,08/4/2017 17:15,0:06,,,
Bottle feeding,08/4/2017 16:28,,0:00,2.7 oz,Mom's milk,
Diaper,08/4/2017 16:25,,0:00,"Urine, Feces",,
Pumping,08/4/2017 14:44,,0:00,1.28 oz,,38 ml.  22L + 16R
Diaper,08/4/2017 14:41,,0:00,Urine,,
Diaper,08/4/2017 13:58,,0:00,Urine,,
Bottle feeding,08/4/2017 13:30,,0:00,1.5 oz,Formula milk,
Diaper,08/4/2017 10:50,,0:00,Feces,,
Diaper,08/4/2017 10:20,,0:00,Urine,,
Bottle feeding,08/4/2017 09:50,,0:00,2.5 oz,Formula milk,
Pumping,08/4/2017 07:27,,0:00,1.32 oz,,39 ml.  26L + 13R (breastfed)
Bottle feeding,08/4/2017 06:48,,0:00,2.1 oz,Mom's milk,
Right breast,08/4/2017 06:20,08/4/2017 06:46,0:26,,,
Diaper,08/4/2017 06:10,,0:00,Urine,,
Diaper,08/4/2017 03:00,,0:00,Urine,,
Diaper,08/4/2017 02:25,,0:00,Urine,,
Bottle feeding,08/4/2017 02:25,,0:00,0.75 oz,Mom's milk,
Bottle feeding,08/4/2017 01:50,,0:00,2.5 oz,Formula milk,
Diaper,08/4/2017 01:45,,0:00,"Urine, Feces",,
Pumping,07/4/2017 22:45,,0:00,0.47 oz,,14 ml
Diaper,07/4/2017 22:21,,0:00,Feces,,
Bottle feeding,07/4/2017 21:55,,0:00,2.5 oz,Formula milk,
Diaper,07/4/2017 20:21,,0:00,"Urine, Feces",,
Pumping,07/4/2017 19:34,,0:00,1.05 oz,,31 ml. 18L + 13R
Diaper,07/4/2017 18:45,,0:00,"Urine, Feces",,
Bottle feeding,07/4/2017 18:10,,0:00,2.4 oz,Formula milk,
Diaper,07/4/2017 18:06,,0:00,Urine,,
Diaper,07/4/2017 15:20,,0:00,Urine,,
Bottle feeding,07/4/2017 15:03,,0:00,2.2 oz,Formula milk,
Pumping,07/4/2017 14:15,,0:00,1.32 oz,,39 ml.  21L + 18R
Diaper,07/4/2017 13:47,,0:00,Urine,,
Diaper,07/4/2017 12:20,,0:00,Urine,,
Measure,07/4/2017 11:57,,0:00,"Weight: 5.25 lb, Head circumference: 13.3 in",,North Seattle Pediatrics
Bottle feeding,07/4/2017 11:55,,0:00,2.1 oz,Formula milk,
Diaper,07/4/2017 11:51,,0:00,Urine,,
Diaper,07/4/2017 11:35,,0:00,Urine,,
Bottle feeding,07/4/2017 09:30,,0:00,1.1 oz,Formula milk,
Diaper,07/4/2017 09:25,,0:00,Urine,,
Diaper,07/4/2017 06:15,,0:00,Urine,,
Pumping,07/4/2017 06:05,,0:00,1.52 oz,,45 ml.  24L + 21R
Bottle feeding,07/4/2017 05:53,,0:00,2.5 oz,Formula milk,
Diaper,07/4/2017 05:46,,0:00,Urine,,
Diaper,07/4/2017 02:55,,0:00,Feces,,
Diaper,07/4/2017 02:45,,0:00,Urine,,
Bottle feeding,07/4/2017 02:45,,0:00,1.0 oz,Formula milk,
Diaper,07/4/2017 00:30,,0:00,Urine,,
Diaper,06/4/2017 23:43,,0:00,Urine,,
Bottle feeding,06/4/2017 23:26,,0:00,2.3 oz,Formula milk,
Pumping,06/4/2017 23:25,,0:00,0.54 oz,,16 ml. 9L + 7R
Diaper,06/4/2017 23:23,,0:00,Urine,,
Diaper,06/4/2017 20:45,,0:00,Feces,,
Bottle feeding,06/4/2017 20:25,,0:00,2.2 oz,Formula milk,
Diaper,06/4/2017 20:18,,0:00,Urine,,
Diaper,06/4/2017 20:15,,0:00,Urine,,
Diaper,06/4/2017 18:30,,0:00,Urine,,
Bottle feeding,06/4/2017 18:10,,0:00,0.5 oz,Mom's milk,
Diaper,06/4/2017 18:09,,0:00,Urine,,
Diaper,06/4/2017 17:39,,0:00,Urine,,
Pumping,06/4/2017 17:34,,0:00,0.54 oz,,16 ml. 9L + 7R
Left breast,06/4/2017 17:15,06/4/2017 17:20,0:05,,,
Bottle feeding,06/4/2017 17:10,,0:00,2.0 oz,Mom's milk,
Diaper,06/4/2017 17:00,,0:00,Urine,,
Diaper,06/4/2017 14:55,,0:00,"Urine, Feces",,
Pumping,06/4/2017 14:20,,0:00,1.25 oz,,37 ml.  20L + 17R
Bottle feeding,06/4/2017 13:36,,0:00,2.4 oz,Formula milk,
Diaper,06/4/2017 13:18,,0:00,Urine,,
Diaper,06/4/2017 10:50,,0:00,"Urine, Feces",,
Bottle feeding,06/4/2017 10:20,,0:00,0.25 oz,Mom's milk,
Diaper,06/4/2017 10:10,,0:00,Urine,,
Bottle feeding,06/4/2017 09:50,,0:00,2.5 oz,Formula milk,
Diaper,06/4/2017 09:40,,0:00,Urine,,
Diaper,06/4/2017 08:03,,0:00,Urine,,
Pumping,06/4/2017 07:18,,0:00,1.18 oz,,35 ml.  20L + 15R
Right breast,06/4/2017 06:35,06/4/2017 06:40,0:05,,,
Left breast,06/4/2017 06:25,06/4/2017 06:30,0:05,,,
Bottle feeding,06/4/2017 06:20,,0:00,1.9 oz,Formula milk,
Diaper,06/4/2017 06:16,,0:00,Urine,,
Diaper,06/4/2017 03:40,,0:00,Urine,,
Bottle feeding,06/4/2017 03:40,,0:00,1.0 oz,Formula milk,
Diaper,06/4/2017 01:00,,0:00,"Urine, Feces",,
Pumping,06/4/2017 00:59,,0:00,0.37 oz,,11 ml. 6L + 5R
Bottle feeding,06/4/2017 00:46,,0:00,2.75 oz,Formula milk,
Diaper,06/4/2017 00:39,,0:00,Urine,,
Bottle feeding,05/4/2017 21:24,,0:00,2.5 oz,Formula milk,
Diaper,05/4/2017 21:20,,0:00,Urine,,
Pumping,05/4/2017 19:45,,0:00,1.05 oz,,"31 ml.  18L + 13R "
Diaper,05/4/2017 19:45,,0:00,Urine,,
Bottle feeding,05/4/2017 18:28,,0:00,1.0 oz,Mom's milk,
Diaper,05/4/2017 18:03,,0:00,"Urine, Feces",,
Bottle feeding,05/4/2017 16:55,,0:00,2.0 oz,Formula milk,
Diaper,05/4/2017 16:55,,0:00,Urine,,
Diaper,05/4/2017 15:40,,0:00,Urine,,
Diaper,05/4/2017 14:05,,0:00,Urine,,
Bottle feeding,05/4/2017 13:50,,0:00,1.4 oz,Formula milk,
Pumping,05/4/2017 13:23,,0:00,0.27 oz,,8 ml.  5L + 3R
Bottle feeding,05/4/2017 13:10,,0:00,,Formula milk,
Diaper,05/4/2017 13:00,,0:00,"Urine, Feces",,
Bottle feeding,05/4/2017 10:10,,0:00,2.5 oz,Formula milk,
Pumping,05/4/2017 10:03,,0:00,0.64 oz,,19 ml.  11L + 8R
Bottle feeding,05/4/2017 09:35,,0:00,,Formula milk,
Diaper,05/4/2017 09:30,,0:00,Urine,,
Diaper,05/4/2017 09:15,,0:00,Urine,,
Diaper,05/4/2017 06:47,,0:00,Urine,,
Pumping,05/4/2017 06:18,,0:00,1.15 oz,,34 ml.  19L + 15R
Bottle feeding,05/4/2017 06:10,,0:00,2.5 oz,Formula milk,
Diaper,05/4/2017 06:02,,0:00,Urine,,
Diaper,05/4/2017 03:10,,0:00,Urine,,
Bottle feeding,05/4/2017 02:41,,0:00,,Formula milk,
Bottle feeding,05/4/2017 02:40,,0:00,2.3 oz,Formula milk,
Diaper,05/4/2017 02:35,,0:00,Urine,,
Diaper,04/4/2017 23:50,,0:00,"Urine, Feces",,
Pumping,04/4/2017 23:20,,0:00,0.44 oz,,13 ml
Bottle feeding,04/4/2017 23:20,,0:00,2.5 oz,Formula milk,
Diaper,04/4/2017 23:15,,0:00,Urine,,
Diaper,04/4/2017 21:36,,0:00,Urine,,
Bottle feeding,04/4/2017 20:20,,0:00,0.44 oz,Formula milk,
Pumping,04/4/2017 20:13,,0:00,0.27 oz,,8 ml
Bottle feeding,04/4/2017 19:41,,0:00,1.75 oz,Mom's milk,
Diaper,04/4/2017 19:39,,0:00,Urine,,
Right breast,04/4/2017 19:30,04/4/2017 19:35,0:05,,,
Diaper,04/4/2017 19:20,,0:00,Urine,,
Diaper,04/4/2017 16:53,,0:00,Urine,,
Diaper,04/4/2017 16:30,,0:00,"Urine, Feces",,
Bottle feeding,04/4/2017 16:11,,0:00,0.25 oz,Mom's milk,spit up most of it
Pumping,04/4/2017 15:31,,0:00,0.34 oz,,10 ml
Bottle feeding,04/4/2017 14:58,,0:00,2.3 oz,Formula milk,
Diaper,04/4/2017 14:55,,0:00,Urine,,
Diaper,04/4/2017 11:28,,0:00,Urine,,
Bottle feeding,04/4/2017 11:25,,0:00,1.2 oz,Formula milk,
Pumping,04/4/2017 11:25,,0:00,0.3 oz,,9 ml
Bottle feeding,04/4/2017 11:10,,0:00,2.4 oz,Formula milk,
Pumping,04/4/2017 09:45,,0:00,0.44 oz,,13 ml
Diaper,04/4/2017 09:07,,0:00,"Urine, Feces",,
Bottle feeding,04/4/2017 08:45,,0:00,2.0 oz,Formula milk,
Diaper,04/4/2017 08:40,,0:00,Urine,,
Bottle feeding,04/4/2017 05:43,,0:00,,Formula milk,
Diaper,04/4/2017 05:40,,0:00,Urine,,
Bottle feeding,04/4/2017 05:40,,0:00,1.8 oz,Formula milk,
Pumping,04/4/2017 05:38,,0:00,0.54 oz,,16 ml
Bottle feeding,04/4/2017 02:45,,0:00,0.5 oz,Formula milk,
Diaper,04/4/2017 02:00,,0:00,Urine,,
Bottle feeding,04/4/2017 01:39,,0:00,2.5 oz,Formula milk,
Diaper,03/4/2017 22:41,,0:00,Urine,,
Pumping,03/4/2017 22:41,,0:00,0.27 oz,,8 ml
Bottle feeding,03/4/2017 22:30,,0:00,1.5 oz,Formula milk,
Right breast,03/4/2017 21:42,03/4/2017 21:47,0:05,,,
Left breast,03/4/2017 21:35,03/4/2017 21:39,0:04,,,
Bottle feeding,03/4/2017 21:24,,0:00,1.0 oz,Mom's milk,
Diaper,03/4/2017 21:13,,0:00,"Urine, Feces",,
Pumping,03/4/2017 20:09,,0:00,0.37 oz,,11 ml
Bottle feeding,03/4/2017 19:15,,0:00,1.5 oz,Formula milk,
Diaper,03/4/2017 19:08,,0:00,"Urine, Feces",,
Pumping,03/4/2017 17:03,,0:00,0.5 oz,,15 ml.  8L + 7R
Bottle feeding,03/4/2017 16:18,,0:00,2.0 oz,Formula milk,
Left breast,03/4/2017 16:12,03/4/2017 16:18,0:06,,,
Diaper,03/4/2017 16:09,,0:00,Urine,,
Diaper,03/4/2017 13:30,,0:00,Urine,,
Diaper,03/4/2017 12:30,,0:00,Urine,,
Bottle feeding,03/4/2017 12:30,,0:00,2.0 oz,Formula milk,old formula
Pumping,03/4/2017 12:15,,0:00,,,
Diaper,03/4/2017 11:45,,0:00,"Urine, Feces",,
Measure,03/4/2017 11:00,,0:00,Weight: 5.0 lb,,Swedish Lytle Center
